Month,DayofMonth,DayOfWeek,DepTime,Distance,dep_delayed_15min
92202,11,24,5,725,228,0
47646,4,18,2,1140,119,0
96603,3,29,2,1539,612,0
62038,12,23,5,1824,414,0
63569,5,14,6,938,240,0
5663,3,13,7,1517,569,0
4584,2,19,6,1700,1989,0
4000,7,12,2,1520,453,1
42109,8,11,4,1115,522,0
18834,3,21,2,1430,189,0
40441,2,14,1,1607,441,0
33130,5,16,2,1553,247,0
34995,2,2,3,818,966,0
37596,10,3,1,1529,1302,0
6950,5,19,5,1645,599,0
42967,12,3,6,1205,551,0
98766,3,26,6,1615,679,0
13902,6,14,3,842,2454,0
69118,8,18,5,1102,173,0
60569,2,6,1,1018,1449,0
47169,1,29,6,1528,1149,0
58018,3,7,1,1700,183,0
91492,6,27,1,839,508,0
84941,3,15,3,948,797,0
99387,5,29,1,1635,333,0
14695,8,4,4,2025,480,0
15597,12,13,3,1912,191,0
86633,11,18,6,1741,644,0
56109,9,9,5,2222,2576,0
53685,11,7,1,715,610,0
18727,3,20,7,650,143,0
70272,11,8,2,2025,651,0
23762,5,7,6,2049,1975,0
79408,10,21,6,1159,541,0
55399,5,7,7,1400,692,1
99868,9,14,3,1500,644,1
76764,1,24,1,818,522,0
87375,5,24,3,1645,936,0
95350,7,21,4,1124,603,1
24030,4,1,5,741,1249,0
45152,2,15,3,613,679,0
90645,8,3,4,1734,852,0
97747,11,8,2,2020,1124,1
58170,5,7,7,1354,414,0
43602,4,16,6,1930,321,0
79710,2,28,2,900,473,1
13735,7,13,4,1238,399,0
17567,11,19,6,1512,258,1
5675,12,27,2,1518,417,1
36602,3,31,4,1315,321,1
28022,5,13,6,1712,336,1
45646,12,12,1,1735,262,0
68047,10,24,1,941,1671,0
38717,9,21,4,1806,733,0
82587,3,22,2,1007,1183,0
96797,6,21,2,639,430,0
47411,10,27,4,1125,667,0
88559,6,5,7,1705,308,1
70937,8,30,2,1240,296,0
22479,2,17,4,1043,2556,0
42123,9,22,5,1124,687,1
43236,4,4,1,1802,2105,1
65701,4,9,7,1128,335,0
44233,10,16,1,655,185,0
33145,10,1,7,1859,842,0
98135,3,1,2,720,573,1
88746,9,29,5,1849,631,0
45546,7,15,5,1854,946,1
15921,1,20,4,2038,178,1
56734,3,12,6,2026,1197,0
19471,3,28,1,1915,224,0
38944,8,15,2,557,261,0
30069,3,30,3,1250,656,0
13211,1,17,1,1324,429,0
75634,12,2,6,724,809,0
87690,6,12,1,1205,487,0
70159,10,31,1,810,2446,1
17213,7,23,7,1738,781,1
64319,1,22,7,1126,1162,0
28591,11,22,3,2047,337,0
32366,1,25,3,1635,237,0
66374,3,7,1,1845,479,0
48209,12,31,6,909,2136,0
80249,1,6,5,2000,687,1
68533,11,21,2,943,1222,0
8071,8,16,3,1620,419,0
68938,11,28,2,519,163,0
82332,8,11,5,943,329,0
73386,1,22,7,1435,936,0
76153,4,12,2,1330,781,1
50621,12,25,1,1628,369,0
87959,8,27,6,1236,472,0
81356,12,23,6,1526,134,1
13691,5,1,1,815,305,0
44135,7,19,2,2030,671,1
41657,3,11,5,605,795,0
89333,12,4,1,939,3904,0
1596,7,9,7,843,413,0
72079,10,18,2,1825,2248,1
72453,10,30,1,1320,146,0
26018,12,18,7,1035,1618,0
60667,4,25,1,1638,436,0
67161,4,30,6,1625,1190,0
2744,4,3,7,719,214,0
57171,6,30,4,55,1946,1
30064,10,2,7,1414,193,0
65860,12,8,5,1647,164,0
1914,12,7,3,1803,224,1
92949,1,2,1,621,794,0
91727,2,1,2,2023,2182,0
48087,11,11,5,1455,255,0
54325,11,27,1,2038,328,0
16174,5,14,6,1533,235,0
35567,11,16,3,715,951,0
2005,6,4,7,1449,528,0
23779,5,18,3,1159,706,0
85662,1,21,6,1459,527,0
79995,4,18,1,2035,946,0
92052,2,22,2,754,528,0
76099,10,16,7,740,630,0
51440,4,20,4,2116,328,0
99529,3,8,2,805,780,0
4497,9,22,5,906,215,0
81092,11,7,1,1408,393,0
63934,9,14,4,351,1129,0
41791,3,15,3,1124,151,0
73787,10,2,1,2155,545,0
35918,8,19,5,1406,866,1
78863,11,29,3,752,1249,0
60986,7,4,2,919,386,0
40770,8,1,1,1846,748,1
81045,5,14,6,1840,344,0
73344,3,12,7,1226,270,0
62046,3,16,4,2050,290,0
87259,5,3,2,645,550,0
63285,9,11,1,949,946,0
99755,2,1,2,1702,629,0
89169,10,9,1,1206,371,0
43909,11,17,4,1030,377,0
54165,5,31,2,1303,228,0
734,10,12,4,1619,507,0
38233,11,27,1,1622,134,0
91976,2,23,3,1653,336,0
70049,7,29,5,1610,936,0
85377,11,4,5,1314,576,0
19812,12,21,4,1300,399,0
43732,6,9,4,1002,551,1
60357,6,23,4,1114,861,0
67734,5,28,7,727,1310,0
36669,11,12,7,1739,2077,1
70524,9,1,4,1923,809,0
62089,2,17,4,1647,209,0
39921,3,22,3,700,213,0
88386,9,20,2,1349,1745,0
40444,3,20,7,1140,622,0
40919,4,18,2,856,938,0
84132,5,23,2,1223,547,0
88119,7,24,1,1040,171,1
95030,8,28,7,1704,158,0
81601,3,3,4,1516,758,0
78765,4,25,1,1753,919,1
60101,10,12,4,909,337,0
39029,4,27,3,1128,1086,1
76824,4,13,4,1731,639,1
1330,3,24,4,1359,1235,1
49856,10,25,2,930,283,0
57251,7,26,2,1658,199,0
25384,4,14,5,2035,496,0
59122,12,8,5,1250,135,0
61221,6,18,6,1955,251,0
33658,11,7,1,628,391,0
40231,8,29,1,637,297,0
76268,10,17,1,840,158,1
31659,6,7,3,1857,646,1
44031,7,22,6,1731,1545,1
92452,4,23,7,1741,109,0
18898,10,18,3,1853,1437,1
72391,5,5,5,955,247,0
95272,8,9,3,701,528,0
93272,6,20,1,1526,1011,1
33465,12,7,4,2238,306,0
51793,4,8,6,1148,163,0
36393,12,6,3,753,1124,0
16135,11,27,1,1849,772,0
26965,12,12,1,947,394,0
32860,11,12,6,1908,1074,0
43102,6,14,3,1013,732,0
23008,2,22,2,1440,719,0
25542,5,1,1,631,1121,1
25550,9,2,5,1702,267,0
89940,6,27,1,1859,794,0
18454,2,16,4,1100,168,0
28760,3,10,5,1059,253,0
42691,8,16,2,837,1491,0
9402,9,16,6,1617,345,1
33446,6,8,3,2108,316,1
23753,10,27,4,1436,649,0
88601,9,19,2,1709,393,0
29713,7,30,7,1034,685,0
43558,10,11,3,2025,318,0
66806,10,15,6,1252,370,0
95987,12,26,1,1725,316,1
62271,7,18,2,838,927,0
54386,6,5,1,1808,1044,0
71873,7,5,3,1648,196,0
25004,8,23,2,1510,848,0
28855,2,13,1,1120,917,0
76984,12,20,3,749,236,0
56080,11,10,4,1708,163,0
20697,3,4,5,1623,373,0
37538,4,24,7,1437,689,0
45720,9,24,7,1152,964,0
20529,8,20,7,935,544,0
99100,12,5,2,1724,931,0
50107,11,1,2,1324,247,1
71328,11,27,1,2102,1616,0
89177,5,25,3,1831,2401,1
64054,8,25,4,840,361,0
8587,4,6,4,1607,215,1
35522,3,1,3,2045,988,0
51405,9,1,4,711,329,0
51544,7,25,1,1754,644,1
11358,5,22,1,1455,871,0
56533,6,27,2,1625,288,1
12834,12,8,5,1959,810,0
42429,3,20,7,1454,448,0
44626,12,3,7,1917,404,1
59016,9,14,3,1113,1076,0
26206,1,5,3,1714,417,0
51725,2,12,6,1901,418,0
62432,9,9,5,613,1258,0
49990,11,10,4,1746,925,0
57123,9,17,7,1703,191,0
94248,1,6,4,649,351,0
57455,9,8,5,1315,675,0
52910,3,25,6,2020,487,0
38374,3,28,1,1745,130,0
46838,3,6,1,1102,626,0
9932,3,7,1,1903,140,0
51003,10,23,7,656,2475,0
24499,11,27,1,1031,632,0
23443,4,5,3,1220,197,1
46299,1,23,1,1658,109,0
51057,4,26,2,1037,157,0
46503,8,14,7,1401,547,0
3382,7,27,4,1659,185,0
92634,9,2,6,1040,826,0
17058,1,10,2,2112,349,0
46445,6,22,4,728,624,0
30945,7,19,3,1850,1093,1
23908,11,14,1,1353,733,0
70231,8,25,5,2025,1005,0
80546,9,16,6,1900,401,0
71584,11,30,4,1100,1660,1
82932,3,28,2,1429,2585,0
83771,4,30,6,2212,1199,1
44596,5,14,7,1147,213,0
10346,10,20,4,2112,224,0
34378,10,31,1,1039,109,0
89542,5,24,3,948,650,0
75291,9,2,6,1853,1197,0
59748,7,5,2,554,416,0
36494,6,11,6,1037,351,0
43490,11,14,1,1925,607,0
66929,9,8,4,1508,868,0
37435,9,24,7,1045,913,1
57038,1,22,6,1415,296,0
43476,3,9,3,732,376,0
5035,1,4,2,2240,283,1
56793,5,28,6,1352,1750,0
1084,2,27,1,2302,665,1
28010,6,6,2,1022,1591,0
15280,1,22,7,659,641,0
67274,3,7,2,1142,1012,0
70262,1,24,2,1701,689,0
3006,5,12,4,1342,1069,0
10222,7,24,1,1151,251,0
73758,6,14,3,1628,1008,0
489,12,23,6,719,1076,0
34265,1,21,6,1253,178,0
59337,8,1,1,1451,448,0
45213,8,7,1,852,1919,0
92198,2,26,7,1856,223,1
5044,9,8,5,1710,549,1
82760,9,17,7,1722,387,0
63612,10,24,1,1534,337,0
83250,9,8,5,1934,641,0
29034,1,12,4,1120,217,0
3947,11,1,2,742,1210,0
12982,12,13,3,801,226,0
2692,3,31,5,600,223,0
39074,11,6,7,900,508,0
82313,9,14,4,1934,1107,0
10668,5,21,6,2036,2504,0
21377,5,9,1,651,564,0
96643,9,16,5,2244,199,0
59097,6,16,4,1340,177,0
76815,1,2,1,1851,963,1
97629,9,29,4,1220,268,0
19974,5,5,5,910,390,0
74222,10,3,2,1654,944,0
11582,11,28,2,1317,678,0
32410,8,20,6,755,2401,0
64023,12,1,4,1705,229,0
25317,6,26,7,614,201,0
67621,9,19,1,1543,113,0
22467,4,8,5,1752,665,0
53700,10,20,4,1617,250,0
32921,11,28,1,2009,710,0
20561,12,30,6,901,280,1
59650,9,21,4,836,2454,0
78998,12,21,4,1257,1569,0
19208,1,15,7,2020,687,0
19008,8,29,2,1725,668,1
89005,9,7,4,1538,813,0
32697,7,10,7,1755,150,0
4889,4,8,6,2040,989,1
23039,9,12,1,1352,650,0
72419,1,28,6,729,163,0
47757,5,19,5,1953,641,0
6134,4,20,3,2037,2153,0
47361,1,17,1,2051,261,0
4237,5,2,2,1942,463,0
89611,10,12,3,850,386,0
42777,10,31,2,1205,812,1
79772,3,7,2,658,802,0
8610,9,22,5,942,256,0
38361,7,19,3,950,888,0
88135,3,31,5,1955,599,1
54076,11,17,4,1800,2475,0
45224,7,29,5,1535,417,0
70598,12,17,6,1633,602,1
27903,5,1,7,809,1142,0
93447,10,25,3,643,158,0
49319,2,26,7,1905,487,0
56579,6,12,1,20,1426,0
5644,4,23,7,626,188,0
78844,3,5,6,1828,214,0
93873,9,25,1,1954,215,0
90115,1,27,4,1300,802,1
74559,2,9,4,1655,160,0
41045,9,18,7,1400,56,0
72437,2,12,7,1115,1142,0
45489,9,19,2,2038,251,0
73140,5,1,7,2240,135,0
14167,7,21,4,1455,282,1
17899,11,29,3,1823,2300,0
31108,8,2,3,1001,304,0
92438,9,15,5,1426,937,0
54229,4,13,4,1618,580,1
35555,3,10,4,1031,134,0
32752,5,21,6,757,2342,0
75014,3,27,1,737,591,0
48603,1,12,3,2022,321,0
9847,9,2,5,1549,308,0
5902,4,7,5,2144,251,1
56190,12,3,7,1104,719,0
79703,10,31,2,715,446,0
3457,4,22,5,1721,845,0
26956,4,10,1,1849,223,0
29432,6,22,4,1131,109,0
60655,5,2,2,1933,410,0
19532,2,2,4,1019,1020,0
12691,11,3,5,2132,732,0
90206,8,21,1,1313,1258,0
69870,3,14,1,1613,308,0
17215,5,28,7,1434,148,0
60195,1,2,1,1605,2300,0
29185,7,26,2,1428,214,0
47504,4,17,7,1030,808,0
3964,4,11,1,1432,696,0
5669,6,5,7,1113,1035,0
93415,10,7,6,1034,838,0
45163,11,21,1,1503,957,1
24749,8,17,4,1550,335,0
57831,2,20,1,652,725,1
81774,1,13,5,625,251,0
71492,5,24,2,852,56,0
14380,6,5,7,1520,109,0
38292,2,23,4,1841,410,0
39671,9,15,4,1401,547,1
45267,6,5,1,2143,2556,0
33228,3,27,7,2008,700,1
65047,10,13,4,1010,595,1
22077,2,18,6,610,861,0
22011,8,3,4,615,967,1
37599,12,1,5,1059,164,0
25696,6,16,4,1848,237,0
71784,10,17,1,1522,1249,0
72878,11,27,1,1033,1118,0
59223,11,1,3,1111,542,0
95447,4,3,7,2209,86,1
55115,10,5,3,1855,191,1
70488,7,9,7,645,262,0
11881,4,14,5,1354,185,0
65973,3,12,7,1928,238,1
42273,3,27,7,1206,821,0
90380,1,2,7,1903,508,0
95005,10,23,7,1938,373,0
11857,5,12,5,1401,1449,1
18235,10,7,5,2200,526,1
72504,9,4,7,2110,391,0
35048,3,26,6,1159,214,0
70394,10,3,1,1428,607,0
20211,5,16,1,1750,221,0
35169,6,20,2,2012,358,0
24215,5,20,6,1823,2398,0
26256,1,29,7,1300,222,0
80268,2,12,6,905,273,0
39319,5,24,3,620,416,0
76748,10,8,6,1505,83,0
26929,12,25,7,1210,1047,0
32880,4,7,5,1302,399,0
73922,10,6,4,1810,325,1
32426,5,22,1,937,397,0
31782,9,26,2,843,1166,0
89551,5,21,7,1130,267,0
23795,11,3,5,1244,338,0
76828,3,10,4,1023,316,0
86757,9,4,1,1955,874,0
94567,2,1,3,518,216,0
7177,5,23,2,1455,364,0
61117,11,5,6,1540,958,0
53714,5,15,1,1104,862,0
72434,3,15,3,1804,1813,0
15357,9,26,2,1408,236,0
62470,11,3,4,5,1515,1
25773,6,22,3,846,1900,0
9007,4,10,1,1823,1043,0
84537,11,18,5,138,1449,1
17372,12,18,1,1436,243,0
67468,12,15,5,1924,607,1
80605,7,18,2,700,508,0
20947,5,22,7,1500,337,0
14532,5,5,4,640,389,0
58321,2,10,5,1806,339,0
97306,7,13,3,600,542,0
60455,7,22,5,2010,508,1
41835,2,10,4,557,674,0
10229,9,16,6,934,1619,1
87675,6,2,4,927,490,0
66837,8,25,5,951,332,0
29860,7,14,5,708,787,0
5538,10,17,2,1830,403,1
12408,4,25,1,1313,89,0
22393,5,17,2,953,641,0
67632,8,9,3,1726,1848,0
84724,3,27,1,705,2586,0
90188,6,28,2,1855,217,0
87027,7,30,6,2023,1192,1
11024,2,28,1,1133,1034,0
42472,9,4,1,1012,1155,0
20312,6,8,3,1215,83,0
23306,4,5,2,1100,422,0
11486,11,9,4,1834,987,0
27115,9,13,2,1757,150,0
21822,5,15,1,1310,532,0
61290,4,4,1,814,164,0
56767,11,16,4,912,425,0
54539,12,28,3,1830,271,1
72542,6,23,5,710,1533,0
50014,1,29,7,1600,432,0
40511,11,29,3,1147,1426,1
82970,6,14,2,1712,515,1
14917,2,23,3,1720,696,0
14487,1,4,2,1540,614,1
68994,12,17,7,728,235,0
56489,2,25,6,927,440,0
60625,6,17,5,1153,887,0
77173,8,4,5,1706,238,0
34398,12,27,3,1307,361,0
52363,8,22,2,1948,1012,0
49671,11,3,5,1848,500,0
57913,4,4,2,1623,1133,0
28178,10,25,3,531,190,0
73619,2,7,1,1918,859,0
23698,9,24,6,1303,130,0
72371,7,15,5,2028,862,0
69309,5,19,4,1128,437,0
15074,3,12,7,1553,262,1
63118,4,4,1,1137,2576,0
83237,11,24,4,1117,861,1
92058,12,7,3,630,223,0
11300,5,22,1,913,179,0
61190,1,11,2,848,2677,0
94774,7,16,7,2019,135,0
62875,11,12,6,1203,2475,0
98060,9,19,2,2152,2139,0
4095,1,17,2,1856,175,0
61697,5,28,6,1240,223,0
40186,12,13,3,1658,1013,0
96174,6,20,1,708,191,0
25155,5,13,5,1051,700,0
58076,10,11,3,1949,159,0
40454,8,7,7,2157,2586,0
16327,6,15,4,1126,469,0
53474,5,4,3,2247,2066,0
10368,1,30,7,1350,89,0
71652,1,19,4,1500,478,0
87701,10,20,5,1819,1813,0
3663,7,17,7,1925,423,0
97058,9,20,3,618,551,0
81884,1,17,1,943,550,0
10532,3,18,6,2153,2576,1
11870,5,6,6,1554,102,0
73089,8,3,4,1950,306,1
24181,1,18,3,725,925,0
95122,12,27,2,1650,422,1
67384,10,25,3,759,328,0
34633,10,31,2,2004,1829,0
28152,10,3,2,712,487,0
29848,3,16,4,2015,557,1
40425,10,6,4,1602,772,0
38266,4,3,7,1747,668,0
55324,9,10,7,2210,703,1
37768,6,11,6,1036,1068,0
4283,6,20,1,2041,762,0
23511,11,10,5,952,719,0
24048,5,12,4,1921,1660,0
72514,3,13,7,830,946,0
99260,12,5,1,1600,965,0
40440,6,15,3,945,229,1
35691,2,8,2,2005,365,0
79438,1,5,3,1802,920,0
45624,12,17,6,730,1050,0
39534,10,6,4,1223,988,0
58323,9,11,1,1511,1068,1
80776,5,1,1,1104,1192,0
18312,8,28,7,1855,258,0
62397,4,19,2,1158,722,0
11313,10,9,7,1023,936,0
25831,6,19,1,1020,865,0
7607,5,30,2,857,1045,0
81403,3,24,5,1438,191,1
80697,6,12,7,907,837,0
52196,2,10,4,1827,2227,0
82240,7,30,6,1500,602,0
83653,11,27,7,548,102,0
68649,8,7,7,2124,406,1
24676,9,2,5,1442,224,0
58661,5,29,7,950,649,0
11445,9,29,5,1659,678,0
95896,11,23,3,716,859,0
66526,3,18,5,1625,631,0
56285,9,28,3,2038,749,1
46242,9,7,4,1639,665,0
57301,12,12,2,1250,794,0
65435,10,30,1,706,862,0
78778,9,22,4,1240,935,0
77050,2,20,1,815,413,0
25353,8,25,4,1536,1747,0
46091,6,30,4,635,743,0
97947,3,13,1,809,621,0
61419,12,1,5,1250,595,0
49434,5,26,4,806,1237,0
97141,3,30,3,754,251,0
44935,3,18,5,715,515,0
22069,2,9,4,2017,119,0
43940,6,25,7,1250,365,0
93946,12,16,5,1336,2116,1
66050,4,22,5,1300,109,1
93383,6,10,5,730,236,0
44111,12,3,7,828,906,0
98595,5,27,5,1456,347,0
30600,8,4,4,1655,328,1
3284,1,12,4,2149,2367,0
59339,5,30,2,2038,496,0
56225,3,20,7,716,539,0
27581,6,1,3,1718,783,1
55265,10,20,5,640,495,0
17719,3,9,3,1210,1192,0
80349,1,23,1,1651,1545,0
99377,7,29,5,1756,2475,0
32477,7,23,7,1132,926,1
36045,2,27,7,800,860,0
31458,9,4,7,1113,1865,0
82557,12,3,6,642,2576,0
35611,9,29,4,912,2248,0
44900,1,3,2,1625,330,0
80263,11,3,5,830,612,0
43050,11,25,6,1242,804,0
12697,8,30,2,2248,209,0
38040,11,26,6,1357,796,1
50870,7,25,2,1637,237,0
1935,5,17,3,807,1449,0
66313,12,10,7,1259,407,0
42909,1,22,6,840,291,0
84247,4,20,3,619,529,0
4334,12,17,6,854,215,0
87514,9,10,6,1252,1589,0
78176,11,6,1,1608,417,0
25030,3,1,3,1326,554,1
65105,7,25,2,1655,408,0
55373,8,30,3,1637,214,0
64848,10,18,3,1349,446,0
73916,12,17,6,959,933,0
72603,3,8,3,807,1046,0
50422,9,21,4,1108,473,0
8835,10,3,2,900,56,0
27093,2,13,1,610,147,0
24687,11,15,3,2115,373,0
57065,4,11,1,954,228,1
61229,1,7,5,711,738,0
35718,2,1,3,934,631,0
33643,9,21,3,1053,1237,0
6676,7,7,5,1535,187,0
4125,5,12,5,902,780,0
39724,9,19,1,2136,2446,0
89913,9,11,7,2040,630,0
23358,5,29,7,1202,725,0
67500,12,4,7,1718,2465,0
94174,3,11,6,1619,227,0
95155,11,25,5,1743,1086,0
29252,7,29,5,1430,861,0
80693,12,8,4,2208,2401,0
99061,11,18,5,728,100,0
28330,3,23,4,1328,308,0
10218,9,9,6,752,1745,0
35670,5,9,2,1902,258,0
55006,3,3,5,1520,110,0
83349,9,20,3,1443,2419,0
80435,2,2,3,1142,528,0
27634,7,21,4,2106,258,0
71311,7,30,6,1228,884,0
27020,9,22,4,2126,507,1
6769,12,12,2,1924,1345,0
4535,4,5,3,1250,1062,0
38125,3,30,3,1211,925,0
42846,4,2,7,740,109,1
27753,8,2,3,1730,722,0
97938,4,8,6,1041,2139,0
39131,11,21,1,657,192,0
78169,12,31,7,1714,180,0
22405,8,22,2,734,395,0
12698,4,30,6,937,668,0
41097,3,18,5,907,595,0
83296,2,3,4,918,221,0
8416,1,5,4,1248,223,1
68920,4,22,5,1559,212,0
16912,10,27,4,2135,332,1
7940,5,8,7,1535,321,0
3509,12,12,1,847,1302,0
51944,9,18,7,1152,1438,0
57567,11,29,3,614,387,0
37790,3,30,4,1226,1300,1
34868,4,21,4,1720,1156,0
45978,5,23,2,655,224,0
38006,5,13,5,1918,1774,0
715,8,23,3,635,416,0
6496,12,29,4,552,859,0
2637,6,26,7,1858,235,0
47641,2,27,1,2128,604,0
74829,6,19,1,2000,292,1
58160,9,16,6,1727,2182,0
49295,3,20,7,1715,308,1
574,5,15,7,830,192,0
30812,2,3,4,1652,221,0
9733,1,21,5,1636,100,0
62092,2,24,4,957,422,0
91340,1,5,4,1941,1076,0
79704,11,5,6,1835,79,0
22775,8,26,6,2028,2401,1
21988,5,28,6,2107,581,0
75539,12,15,4,1147,2176,0
71860,3,29,2,1234,146,0
73616,8,7,7,948,1726,1
64689,5,1,1,726,1205,0
90120,1,10,2,600,413,0
50938,1,30,7,1436,116,0
16005,5,22,7,2255,543,1
25336,8,16,2,940,1521,0
35427,1,3,1,837,1237,0
72862,8,21,1,1707,992,0
12420,4,28,5,1505,216,0
57222,7,16,6,550,867,0
36423,5,26,5,1428,978,1
85265,12,9,5,852,674,0
90698,9,15,4,743,674,0
90376,8,3,4,659,223,0
11418,7,14,4,855,812,0
88586,6,6,2,2057,414,0
74553,3,10,5,700,861,0
1896,4,14,4,1156,174,0
14812,2,8,2,1850,341,1
32019,2,3,4,1134,1524,0
13701,5,8,7,1215,2338,0
75188,3,21,1,1915,872,0
86925,7,3,7,2156,2917,1
2250,6,15,3,1410,732,0
46584,3,7,1,2015,290,0
81834,3,5,6,726,200,0
8778,9,4,1,2039,137,0
64414,5,18,4,1521,332,0
93786,6,22,4,925,1829,0
4325,9,16,6,1354,1097,0
5470,1,10,1,830,737,0
17729,1,3,1,1611,596,0
95580,4,15,6,1306,264,0
23943,6,26,1,1148,399,0
71437,6,2,5,811,981,0
15477,10,8,6,1258,297,0
9228,4,13,4,803,299,0
55538,10,6,5,1301,911,0
97992,7,31,7,700,843,0
93854,5,14,6,2318,228,1
16408,11,1,3,2007,110,0
63821,9,17,7,1423,116,0
80274,5,1,7,2258,267,1
96347,11,28,1,1905,641,0
24208,10,10,2,2152,519,1
86315,5,1,7,2002,732,0
16171,6,6,1,1935,588,0
39682,4,10,1,1838,185,1
38934,11,16,3,1014,1197,0
66427,1,29,7,2133,314,0
22035,8,17,4,1515,409,0
29137,10,17,1,1030,280,0
99009,12,10,6,1006,1754,0
6450,1,25,2,1447,732,0
6007,9,6,2,1703,387,1
95612,1,24,2,1820,89,0
56062,3,28,1,1139,935,0
57802,5,18,4,1108,214,1
66541,2,17,5,2110,224,0
68075,9,20,2,1543,297,0
30733,10,21,6,1336,1774,0
48342,8,30,3,1446,1009,0
35457,9,18,7,901,621,0
2304,11,2,4,1847,1747,0
74063,10,24,2,1457,463,0
49445,7,17,1,740,1246,0
55224,7,24,1,1754,2615,0
91784,10,21,5,1910,543,1
21613,12,5,1,839,464,0
83793,11,15,3,1201,605,0
15767,4,13,3,1610,427,0
49269,12,22,4,1200,302,0
69180,2,10,4,636,965,0
53309,8,3,3,2120,647,0
35233,12,12,1,820,246,0
17417,11,10,5,929,185,0
57242,5,18,4,2155,592,0
61979,9,7,3,1654,2105,0
79435,2,12,7,823,391,0
31772,8,25,4,1632,47,0
3461,12,11,7,1238,326,0
72315,4,8,5,1939,601,0
56328,6,9,5,1728,425,0
95609,9,21,4,1725,347,0
16412,7,14,4,624,424,0
92831,4,16,6,1731,1192,0
88588,12,17,7,1705,594,1
6439,8,2,2,1620,644,0
27464,5,23,1,2113,230,1
46031,4,25,2,800,387,0
76334,11,13,7,1722,483,0
27449,5,26,4,1005,321,0
61441,1,1,6,958,1087,0
58035,8,26,5,731,307,0
46244,8,4,4,1924,209,0
17196,6,24,5,1047,259,0
99985,5,11,3,1716,711,0
33288,10,9,1,1908,745,0
31633,3,24,5,1530,258,0
13772,6,20,1,1604,760,1
71660,12,8,4,1610,1302,1
27045,5,14,7,929,680,0
87972,5,23,2,930,865,0
61585,1,17,1,1955,432,0
82088,4,22,5,1501,534,0
14354,3,29,3,640,1426,0
24403,8,11,5,1709,888,1
10313,5,14,6,1901,272,1
899,4,25,2,1420,866,0
46803,3,22,3,2007,233,1
71485,10,12,3,46,2125,0
80173,4,4,1,1100,689,0
94251,4,23,6,1917,451,0
45385,4,11,2,922,669,0
26840,7,29,5,2019,1342,0
43205,7,2,6,1024,775,0
75435,3,20,7,1239,859,1
23421,11,9,4,1758,407,0
97106,2,2,4,924,361,0
45338,8,17,4,1445,1249,0
45801,12,14,4,1600,291,0
313,5,21,7,949,614,0
48508,8,6,6,1342,867,0
57668,10,11,2,1100,1521,0
22397,8,2,3,2216,589,1
74197,5,13,6,820,623,0
7898,12,13,3,1505,489,0
60520,10,29,7,1556,377,0
7342,1,28,6,538,158,0
5469,7,21,4,914,756,0
23749,7,4,1,841,49,0
8487,10,16,7,624,549,0
63751,7,28,4,857,775,0
62366,1,19,4,2349,604,0
38196,6,30,4,755,1745,0
77513,11,14,2,1620,2521,0
44489,11,29,3,2012,745,1
48224,3,14,2,1713,216,0
54838,12,20,2,1053,1235,0
35138,1,15,6,1656,1017,0
8328,1,27,5,2222,188,1
66295,5,7,7,608,665,0
25624,6,25,7,718,2053,0
1902,8,16,2,2238,1723,0
3185,8,8,1,835,359,0
56955,4,18,2,1931,1347,1
20107,10,27,4,1639,1671,0
43141,8,11,4,1705,853,0
79029,11,9,3,1151,361,0
18098,7,16,7,1111,876,1
49143,8,23,3,1843,821,0
16883,1,18,2,754,258,0
32766,10,7,6,834,1449,0
87407,12,23,5,2114,495,0
37006,3,6,7,1205,479,0
58069,3,8,2,1724,236,0
99551,6,11,7,2358,866,0
55876,7,2,7,754,262,1
3256,6,20,1,1616,588,1
42347,2,8,3,630,189,0
46160,2,28,2,1536,802,0
58575,6,1,3,1657,109,0
11641,3,29,3,552,910,0
17277,4,19,3,1850,238,0
92752,5,4,4,1654,749,0
50927,5,27,5,2312,70,0
8347,5,14,6,1436,215,0
44167,8,12,6,1038,270,0
31295,11,23,4,941,196,0
709,6,17,6,1645,783,0
75346,12,20,2,1422,657,0
29479,6,4,6,2056,607,1
99432,11,9,4,654,1562,0
75479,8,18,4,1054,828,0
12392,10,27,5,1455,396,1
87829,6,18,6,800,595,0
84647,6,26,1,2104,2677,0
53857,8,4,4,653,240,0
74270,9,30,5,1503,680,0
84660,6,23,4,1634,237,0
50190,7,24,7,1216,839,1
2680,11,8,3,1214,1400,1
89394,5,15,7,2039,760,1
88388,10,21,6,1419,595,0
76712,2,21,2,736,1562,0
31599,3,28,1,1030,493,0
57565,5,4,4,1855,185,0
22146,12,5,2,1041,1846,0
74335,4,4,1,830,119,0
49905,11,16,3,2140,109,0
12901,6,10,5,1745,185,1
60463,10,19,3,1711,228,0
81284,1,6,4,1915,100,0
10541,3,2,3,1223,1416,0
93215,11,6,7,1500,612,0
50448,7,22,6,2142,967,1
73134,4,12,2,1615,308,0
72068,1,11,3,911,236,0
40834,6,2,5,810,446,0
72279,12,2,5,1337,290,0
44254,1,2,7,759,185,0
88745,9,23,6,1318,552,1
11591,2,3,4,1305,878,0
2271,1,31,2,1935,463,0
34622,7,9,7,957,304,0
86239,7,28,4,1924,376,0
12417,8,13,7,1614,569,1
65492,2,28,1,1720,277,0
82396,5,28,7,1258,487,0
91807,11,30,4,1754,258,0
48156,5,16,2,1329,626,0
